id,text,embedding_text
chunk:chapter IV|article 29|clause 3:1,"3. Luật Thuế thu nhập cá nhân số 04/2007/QH12 đã được sửa đổi, bổ sung một số điều theo Luật số 26/2012/QH13, Luật số 71/2014/QH13, Luật số 31/2024/QH15, Luật số","[chapter IV | article 29 | clause 3] 3. Luật Thuế thu nhập cá nhân số 04/2007/QH12 đã được sửa đổi, bổ sung một số điều theo Luật số 26/2012/QH13, Luật số 71/2014/QH13, Luật số 31/2024/QH15, Luật số"
chunk:chapter IV|article 29|clause 3:2,"Luật số 31/2024/QH15, Luật số 48/2024/QH15, Luật số 56/2025/QH15, Luật số 71/2025/QH15, Luật số 93/2025/QH15 hết hiệu lực kể từ ngày Luật này có hiệu lực thi hành; riêng các","[chapter IV | article 29 | clause 3] Luật số 31/2024/QH15, Luật số 48/2024/QH15, Luật số 56/2025/QH15, Luật số 71/2025/QH15, Luật số 93/2025/QH15 hết hiệu lực kể từ ngày Luật này có hiệu lực thi hành; riêng các"
chunk:chapter IV|article 29|clause 3:3,"lực thi hành; riêng các quy định liên quan đến thu nhập từ kinh doanh, từ tiền lương, tiền công của cá nhân cư trú hết hiệu lực thi hành","[chapter IV | article 29 | clause 3] lực thi hành; riêng các quy định liên quan đến thu nhập từ kinh doanh, từ tiền lương, tiền công của cá nhân cư trú hết hiệu lực thi hành"
chunk:chapter IV|article 29|clause 3:4,hết hiệu lực thi hành từ kỳ tính thuế năm 2026.,[chapter IV | article 29 | clause 3] hết hiệu lực thi hành từ kỳ tính thuế năm 2026.
chunk:chapter IV|article 29|clause 4:1,"4. Trường hợp có quy định khác nhau về ưu đãi thuế giữa Luật này với Luật Thủ đô, nghị quyết của Quốc hội và giải pháp quy định tại","[chapter IV | article 29 | clause 4] 4. Trường hợp có quy định khác nhau về ưu đãi thuế giữa Luật này với Luật Thủ đô, nghị quyết của Quốc hội và giải pháp quy định tại"
chunk:chapter IV|article 29|clause 4:2,"giải pháp quy định tại điểm h khoản 8 Điều 10 của Luật Tổ chức Chính phủ thì áp dụng theo Luật Thủ đô, nghị quyết của Quốc hội và","[chapter IV | article 29 | clause 4] giải pháp quy định tại điểm h khoản 8 Điều 10 của Luật Tổ chức Chính phủ thì áp dụng theo Luật Thủ đô, nghị quyết của Quốc hội và"
chunk:chapter IV|article 29|clause 4:3,quyết của Quốc hội và giải pháp quy định tại điểm h khoản 8 Điều 10 của Luật Tổ chức Chính phủ. Trường hợp quy định tại Luật này ưu,[chapter IV | article 29 | clause 4] quyết của Quốc hội và giải pháp quy định tại điểm h khoản 8 Điều 10 của Luật Tổ chức Chính phủ. Trường hợp quy định tại Luật này ưu
chunk:chapter IV|article 29|clause 4:4,định tại Luật này ưu đãi hơn thì người nộp thuế được lựa chọn áp dụng mức ưu đãi có lợi nhất. _Luật này được Quốc hội nước Cộng hoà,[chapter IV | article 29 | clause 4] định tại Luật này ưu đãi hơn thì người nộp thuế được lựa chọn áp dụng mức ưu đãi có lợi nhất. _Luật này được Quốc hội nước Cộng hoà
chunk:chapter IV|article 29|clause 4:5,"Quốc hội nước Cộng hoà xã hội chủ nghĩa Việt Nam khóa XV, Kỳ họp thứ 10 thông qua ngày 10 tháng 12 năm 2025._ **CHỦ TỊCH QUỐC HỘI** **Trần","[chapter IV | article 29 | clause 4] Quốc hội nước Cộng hoà xã hội chủ nghĩa Việt Nam khóa XV, Kỳ họp thứ 10 thông qua ngày 10 tháng 12 năm 2025._ **CHỦ TỊCH QUỐC HỘI** **Trần"
chunk:chapter IV|article 29|clause 4:6,**CHỦ TỊCH QUỐC HỘI** **Trần Thanh Mẫn**,[chapter IV | article 29 | clause 4] **CHỦ TỊCH QUỐC HỘI** **Trần Thanh Mẫn**
